feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Round Mountain|Summit|California|Risue Canyon|38.6145003|-119.4517497
Round Mountain|Summit|California|Stony Ridge|40.1473444|-120.494224
Round Mountain|Summit|California|Westwood East|40.2846069|-120.9323594
Rubicon Peak|Summit|California|Rockbound Valley|38.9884802|-120.1334436
Rucker Hill|Summit|California|Washington Mountain|41.3931652|-120.9820079
Rush Creek Mountain|Summit|California|Cherry Mountain|40.6243717|-120.1075246
Ruth Hill|Summit|California|Tucker Mountain|36.7301891|-119.1925119
Saddle Mountain|Summit|California|Sharktooth Peak|37.4387793|-119.0447656
Saddle Rock|Pillar|California|Karlo|40.6135105|-120.2752175
Sand Mountain|Summit|California|Slate Mountain|38.8716412|-120.6567702
Sand Ridge|Ridge|California|Soda Springs|39.3680994|-120.3990814
Santa Cruz Mountain|Summit|California|Indian Gulch|37.4569166|-120.2029999
Sapps Hill|Summit|California|Tamarack|38.414074|-120.0279507
Sardine Peak|Summit|California|Sardine Peak|39.5401622|-120.1877937
Sardine Point|Summit|California|Sardine Peak|39.5496759|-120.2053369
Mount Savage|Summit|California|Wawona|37.5095085|-119.6493367
Sawyer Peak|Summit|California|Stokes Mountain|36.5974094|-119.1706135
Scott Peak|Summit|California|Tahoe City|39.1577574|-120.2229397
Seven Gables|Summit|California|Mount Hilgard|37.3108778|-118.8335229
Shadequarter Mountain|Summit|California|Shadequarter Mountain|36.5671548|-118.9570259
Shaffer Mountain|Summit|California|Shaffer Mountain|40.4465772|-120.3578795
Shanghai Ridge|Ridge|California|Indian Gulch|37.4902322|-120.1254988
Sheep Ridge|Ridge|California|Shadequarter Mountain|36.5609853|-118.9361129
Sheephead Mountain|Summit|California|Sheepshead|40.8404311|-120.8323899
Shell Mountain|Summit|California|Muir Grove|36.6952789|-118.7963073
Shinn Mountain|Summit|California|Shinn Mountain|40.6913165|-120.2136399
Shirley Mountain|Summit|California|Copperopolis|37.9282539|-120.704639
Shultz Mountain|Summit|California|Indian Gulch|37.4454772|-120.1447937
Signal Butte|Summit|California|Spalding Tract|40.731799|-120.7881041
Signal Butte|Summit|California|Alturas|41.3864539|-120.5380613
Silver Divide|Ridge|California|Graveyard Peak|37.4657092|-118.9094315
Silver Peak|Summit|California|Sharktooth Peak|37.4697026|-119.0212003
Silver Peak|Summit|California|Rockbound Valley|38.9344075|-120.2304334
Silver Peak|Summit|California|Tahoe City|39.2204117|-120.2464244
Silver Spur|Ridge|California|Slide Bluffs|36.8795561|-118.7444027
Simmons Point|Summit|California|Calaveritas|38.1347465|-120.6153002
Sivels Mountain|Summit|California|White Chief Mountain|37.3976392|-119.5782034
Slate Mountain|Summit|California|Slate Mountain|38.8233078|-120.6844005
Slate Mountain|Summit|California|Sheepshead|40.8240512|-120.8551842
Slate Mountains|Ridge|California|Slate Mountain|38.8232668|-120.6843878
Slate Spring Ridge|Ridge|California|Ambrose Valley|41.17082|-120.7910224
Slick Rock|Pillar|California|Tamarack|38.4451895|-120.0126855
Smith Mountain|Summit|California|Orange Cove South|36.5820272|-119.3465176
Bald Hill|Summit|California|Angels Camp|38.0854552|-120.5464242
Bald Mountain|Summit|California|Standish|40.3385863|-120.4580726
Bear Mountain|Summit|California|Angels Camp|38.0193291|-120.5839508
Bear Mountains|Ridge|California|Salt Spring Valley|38.1145715|-120.7175994
Bear Wallow Spur|Ridge|California|Wawona|37.5721169|-119.7497226
Blackhawk Mountain|Summit|California|O'Neals|37.1464515|-119.7133403
Brunner Hill|Summit|California|Angels Camp|38.0991673|-120.5773223
Bullion Mountain|Summit|California|Bear Valley|37.5592668|-120.0755706
Butler Mountain|Summit|California|Stumpfield Mountain|37.3800047|-119.8447865
Cemetery Ridge|Ridge|California|Merced Falls|37.6208908|-120.2776366
Copperopolis Mountain|Summit|California|Copperopolis|37.9905596|-120.637414
Deer Ridge|Ridge|California|San Andreas|38.248408|-120.6540038
Flat Top Mountain|Summit|California|Illinois Hill|37.2713272|-120.1109931
Forest Hill Divide|Ridge|California|Granite Chief|39.1981884|-120.2870775
Fremont Peak|Summit|California|Bear Valley|37.5592383|-120.0755706
Mount Gayley|Summit|California|Split Mountain|37.1030007|-118.4998074
German Ridge|Ridge|California|Angels Camp|38.1136498|-120.5381959
Glass Mountain Ridge|Ridge|California|Glass Mountain|37.7663467|-118.7038675
Gopher Ridge|Ridge|California|Jenny Lind|38.0443584|-120.7824733
Hungry Hill|Summit|California|Chinese Camp|37.8398651|-120.4146921
Illinois Hill|Summit|California|Illinois Hill|37.3316041|-120.0132127
May Rock|Pillar|California|Bear Valley|37.5446238|-120.0987694
Mercer Mountain|Summit|California|O'Neals|37.1277894|-119.6787014
Ortigalita Ridge|Ridge|California|Ortigalita Peak|36.8057232|-120.9811872
Pine Ridge|Ridge|California|Verplank Ridge|36.788711|-119.1187736
Pine Ridge|Ridge|California|Dinkey Creek|37.0916241|-119.2429478
Quartz Mountain|Summit|California|O'Neals|37.1907758|-119.686246
Quartz Rock|Pillar|California|Illinois Hill|37.2632775|-120.0551695
Sawtooth Ridge|Ridge|California|Duncan Peak|39.2188745|-120.6129492
Smoky Mountain|Summit|California|Catheys Valley|37.4400398|-120.035927
Snow Mountain|Summit|California|Royal Gorge|39.2410548|-120.4636728
Snowstorm Mountain|Summit|California|Snowstorm Mountain|40.6403837|-120.3595281
Soapstone Hill|Summit|California|Calaveritas|38.1375409|-120.502303
Sonora Peak|Summit|California|Sonora Pass|38.3538805|-119.6353738
Sore Finger Point|Ridge|California|Colfax|39.0212439|-120.9270194
South Guard|Summit|California|Mount Brewer|36.693459|-118.483874
South Knob|Summit|California|Whitinger Mountain|40.9529996|-120.7456742
Spanish Mountain|Summit|California|Rough Spur|36.9092086|-118.8913911
Spanish Springs Peak|Summit|California|Shinn Mountain|40.7385423|-120.2378834
Sphinx Crest|Ridge|California|Sphinx Lakes|36.7301607|-118.5399784
Spinecup Ridge|Ridge|California|Raymond|37.2277999|-119.8821962
Split Mountain|Summit|California|Split Mountain|37.0209599|-118.4225361
Spring Hill|Summit|California|Said Valley|40.9796582|-120.8328142
Piyau Dome|Summit|California|Piyau Dome|37.4813667|-119.264005
Wünüpü Peak|Summit|California|Waucoba Mountain|37.0528249|-118.0172198
Mudoim Peak|Summit|California|Ross Canyon|40.0403025|-120.4354602
Milk Peak|Summit|California|Warren Peak|41.4188102|-120.2188838
Delunga Peak|Summit|California|Ross Canyon|40.0287197|-120.4010549
Stanislaus Peak|Summit|California|Disaster Peak|38.3839891|-119.6670836
Star Ridge|Ridge|California|Crandall Peak|38.1533812|-120.202759
Station Peak|Summit|California|Station Peak|37.5132245|-118.1077834
Steamboat Mountain|Summit|California|Wentworth Springs|39.1107951|-120.3530705
Stephenson Hill|Summit|California|Piedra|36.8710014|-119.4640062
Mount Stevenson|Summit|California|Shaver Lake|37.1234929|-119.3270534
Stony Ridge|Ridge|California|Stony Ridge|40.1738789|-120.4892729
Strawberry Peak|Summit|California|Strawberry|38.1962164|-120.032696
Striped Rock|Summit|California|Mariposa|37.3979521|-119.9182484
Stumpfield Mountain|Summit|California|Stumpfield Mountain|37.4380804|-119.8039949
Sturdevant Ridge|Ridge|California|Sly Park|38.678377|-120.5735195
Sugarloaf|Summit|California|Auckland|36.5636235|-119.0680228
Sugarloaf|Summit|California|Ortigalita Peak|36.8299608|-120.9763283
Sugarloaf|Summit|California|Tuolumne|37.8977658|-120.1457724
Sugarloaf|Summit|California|Bodie|38.1876964|-119.0093097
Sugarloaf|Summit|California|Wallace|38.2215458|-120.9284697
Sugarloaf|Summit|California|Latrobe|38.5801045|-120.9495603
Sugarloaf|Summit|California|Tunnel Hill|38.8824631|-120.7365389
Sugarloaf|Summit|California|Dodge Reservoir|40.9514175|-120.1742027
Sugarloaf Peak|Summit|California|Irish Hill|38.4453261|-120.8822535
Sugarpine Hill|Summit|California|Rough Spur|36.9538465|-118.9843498
Summit Ridge|Ridge|California|Twain Harte|38.0273733|-120.1528862
Sunflower Hill|Summit|California|Royal Gorge|39.1697776|-120.4554486
Susanville Peak|Summit|California|Susanville|40.4714094|-120.6547644
Table Mountain|Ridge|California|Murphys|38.1712933|-120.3851682
Table Rock|Summit|California|Reconnaissance Peak|39.8555985|-120.3329759
Table Top Mountain|Summit|California|Merced Falls|37.5103795|-120.3200481
Tanners Point|Summit|California|Michigan Bluff|39.0322968|-120.6385047
Taylor Hill|Summit|California|Chinese Camp|37.8553526|-120.4442627
Taylor Rock|Summit|California|Spring Garden|39.9995125|-120.8182946
Tehipite Dome|Summit|California|Tehipite Dome|36.9188394|-118.7806889
Telegraph Hill|Summit|California|Bear Valley|37.5981598|-120.0365109
Texas Hill|Ridge|California|Placerville|38.7228601|-120.7564087
The Buttes|Summit|California|Reconnaissance Peak|39.8123789|-120.3007736
The Chemisal|Pillar|California|Ione|38.2635277|-120.9057724
The Cleaver|Ridge|California|Matterhorn Peak|38.1058164|-119.3941127
The Grandstand|Summit|California|Ubehebe Peak|36.6926953|-117.5665441
The Iceberg|Summit|California|Disaster Peak|38.4260832|-119.7451829
The Minster|Pillar|California|Mount Brewer|36.7157219|-118.4218242
The Mounds|Summit|California|Sattley|39.6237007|-120.3949566
The Pinnacles|Summit|California|Wentworth Springs|39.0591339|-120.3627679
The Sphinx|Pillar|California|The Sphinx|36.7710493|-118.5509316
Thimble Peak|Summit|California|Thimble Peak|36.8121624|-117.0405217
Thompson Hill|Summit|California|Coloma|38.7649738|-120.9056734
Three Buttes|Summit|California|Indian Gulch|37.4204434|-120.2334508
Tick-Tack-Toe Hill|Summit|California|Millerton Lake West|37.0284059|-119.6995602
Tin Mountain|Summit|California|Tin Mountain|36.8865356|-117.4560605
Tioga Crest|Ridge|California|Tioga Pass|37.9938204|-119.2695085
Tip Top Peak|Summit|California|Moccasin|37.8290451|-120.2625057
Tipton Hill|Ridge|California|Tunnel Hill|38.9355288|-120.7423572
Tombstone Ridge|Ridge|California|Tehipite Dome|36.906548|-118.835398
Treasure Mountain|Summit|California|Sierraville|39.5397662|-120.3567723
Tucker Mountain|Summit|California|Tucker Mountain|36.6386605|-119.2092461
Tunemah Peak|Summit|California|Slide Bluffs|36.995323|-118.6883086
Tunnel Hill|Ridge|California|Tunnel Hill|38.941641|-120.7047753
Tunnel Hill|Summit|California|Jackson|38.3391596|-120.7586615
Tunnison Mountain|Summit|California|Tunnison Mountain|40.5215287|-120.5271308
Turner Ridge|Ridge|California|Wawona|37.5804429|-119.648358
Twin Sisters|Summit|California|Horsecamp Mountain|37.3360788|-119.7728593
Ubehebe Peak|Summit|California|Ubehebe Peak|36.690871|-117.5860425
Valley Springs Peak|Summit|California|Valley Springs|38.2064379|-120.8403613
Verplank Ridge|Ridge|California|Hume|36.801229|-118.9945502
Victoria Peak|Summit|California|Buckeye Ridge|38.1679698|-119.4234862
Volcanic Butte|Summit|California|Fales Hot Springs|38.3067045|-119.3832902
Volcanic Cone|Summit|California|Tehipite Dome|36.9762488|-118.834081
Walker Mountain|Summit|California|Buckeye Ridge|38.2360146|-119.4726446
Walker Peak|Summit|California|Llanada|36.5968602|-120.9718848
Wally Hill|Summit|California|Calaveritas|38.1635254|-120.5510239
Ward Mountain|Summit|California|O'Neals|37.1855194|-119.6482092
Ward Mountain|Summit|California|Catheys Valley|37.3767732|-120.0086421
Ward Peak|Summit|California|Tahoe City|39.1478072|-120.2457167
Warren Peak|Summit|California|Warren Peak|41.3785649|-120.2202103
Washington Mountain|Summit|California|Washington Mountain|41.4633708|-120.9605542
Waters Peak|Summit|California|Jackson|38.2697765|-120.8706738
Mount Watson|Summit|California|Tahoe City|39.2201792|-120.1472753
Waucoba Mountain|Summit|California|Waucoba Mountain|37.0217875|-118.0078782
West Spur|Ridge|California|Mount Brewer|36.7129782|-118.4104327
Westlake Butte|Summit|California|Washington Mountain|41.4343888|-120.9539528
Whaleback|Ridge|California|Sphinx Lakes|36.6302801|-118.5311618
Whaleback Mountain|Summit|California|Spalding Tract|40.6317414|-120.8678633
White Chief Mountain|Summit|California|White Chief Mountain|37.4884309|-119.5343189
White Mountain|Summit|California|Lost Cannon Peak|38.3799408|-119.6145601
White Oak Point|Summit|California|Slate Mountain|38.7790039|-120.7033132
White Top Mountain|Summit|California|White Top Mountain|36.7800807|-117.4128956
Whitinger Mountain|Summit|California|Whitinger Mountain|40.9620147|-120.6527381
Wild Horse Mountain|Summit|California|Risue Canyon|38.5284571|-119.3927758
Wildcat Mountain|Summit|California|Humphreys Station|36.8866761|-119.4360586
Wildcat Mountain|Summit|California|Catheys Valley|37.4383012|-120.1075996
Wildcat Mountain|Summit|California|Stumpfield Mountain|37.4402633|-119.836219
Williams Peak|Summit|California|Hornitos|37.5999685|-120.1706168
Wren Peak|Summit|California|Wren Peak|36.8382915|-118.7927568
Mount Zion|Summit|California|Pine Grove|38.3899069|-120.6522267
Allen Hill|Ridge|California|Rocky Hill|36.3513506|-119.0254323
Alta Peak|Summit|California|San Benito Mountain|36.3588416|-120.6620386
Andrews Peak|Summit|California|Smith Mountain|36.038706|-120.553204
Ant Hill|Summit|California|Oil Center|35.4265666|-118.8874336
Antelope Mountain|Summit|California|Woodlake|36.4322873|-119.0753922
Antimony Ridge|Ridge|California|Loraine|35.2758236|-118.4758872
Antimony Ridge|Ridge|California|Emerald Mountain|35.31967|-118.3474559
Argus Peak|Summit|California|Trona West|35.8522028|-117.4463873
Ash Hill|Summit|California|Panamint Springs|36.2618472|-117.4148186
Austin Peak|Summit|California|Monarch Peak|36.2476856|-120.842001
Bacon Hill|Summit|California|Ivanhoe|36.4518546|-119.1810823
Badger Hill|Summit|California|Rocky Hill|36.3053438|-119.0916973
Baker Peak|Summit|California|Tobias Peak|35.8603277|-118.5212467
Baker Point|Summit|California|Tobias Peak|35.8525663|-118.5029381
Baker Ridge|Ridge|California|Tobias Peak|35.8603765|-118.521267
Bald Knob|Summit|California|Port San Luis|35.1972627|-120.7706133
Bald Mountain|Ridge|California|Sherman Peak|36.2022974|-120.623454
Bald Mountain|Summit|California|White River|35.811405|-118.8283713
Bald Peak|Summit|California|San Benito Mountain|36.2779255|-120.6950314
Ball Mountain|Summit|California|Democrat Hot Springs|35.5577595|-118.7071215
Banchero Rock|Summit|California|Monarch Peak|36.2192647|-120.7938259
Barbarossa Ridge|Ridge|California|Loraine|35.3456818|-118.4647164
Barren Ridge|Ridge|California|Cache Peak|35.1749508|-118.1819028
Bateman Ridge|Ridge|California|Solo Peak|36.1092765|-118.6559539
Bear Mountain|Summit|California|Bear Mountain|35.2047295|-118.6375985
Bennett Peak|Summit|California|Telescope Peak|36.2065423|-117.09289
Big Baldy|Summit|California|Tar Spring Ridge|35.2285805|-120.3983532
Bishop Peak|Summit|California|San Luis Obispo|35.302347|-120.6976612
Black Bill Peak|Summit|California|Loraine|35.3506643|-118.4717413
Black Bill Ridge|Ridge|California|Loraine|35.3506706|-118.4717169
Black Hill|Summit|California|Morro Bay South|35.3584975|-120.8316605
Black Mountain|Ridge|California|The Dark Hole|35.9445419|-120.3063981
Black Mountain|Summit|California|Keene|35.1632077|-118.5285377
Black Mountain|Summit|California|Cypress Mountain|35.5527098|-120.9055542
Black Mountain|Summit|California|Curry Mountain|36.0279585|-120.4585189
Black Mountain|Summit|California|Joaquin Rocks|36.304496|-120.4031111
Black Mountain|Summit|California|Hernandez Reservoir|36.3826955|-120.8558546
Black Mountain|Summit|California|Garlock|35.4749863|-117.8425764
Black Mountain|Summit|California|Opal Mountain|35.140088|-117.2395854
Blue Mountain|Ridge|California|White River|35.7597909|-118.7595867
Bluestone Ridge|Ridge|California|Orchard Peak|35.738145|-120.1337571
Boulder Peak|Summit|California|Ninemile Canyon|35.7982096|-117.9278835
Brown Mountain|Summit|California|Wingate Pass|35.6865348|-117.0212272
Brown Mountain|Summit|California|Templeton Mountain|36.259083|-118.1800292
Broza Ridge|Ridge|California|Oiler Peak|35.2972433|-118.5170472
Buck Peak|Summit|California|Gibbon Peak|35.9179322|-118.8275992
Bucks Peak|Summit|California|Hernandez Reservoir|36.456239|-120.8201684
Bull Run Peak|Summit|California|Tobias Peak|35.831855|-118.5761851
Busane Peak|Summit|California|Curry Mountain|36.0274199|-120.4240715
Buttonwillow Ridge|Ridge|California|Buttonwillow|35.4303113|-119.4496146
Buzzard Ridge|Ridge|California|Oiler Peak|35.257482|-118.5063664
Cache Peak|Summit|California|Tehachapi NE|35.221727|-118.2501716
Cactus Peak|Summit|California|Cactus Peak|36.0810644|-117.8179974
Caldwell Mesa|Summit|California|Caldwell Mesa|35.2232671|-120.305807
Caliente Mountain|Summit|California|Caliente Mountain|35.0362535|-119.7601205
Castle Crags|Pillar|California|La Panza|35.3052494|-120.2026493
Castle Mountain|Summit|California|The Dark Hole|35.9388795|-120.3402871
Castle Rock|Pillar|California|Hernandez Reservoir|36.4857919|-120.8485137
Castle Rock|Summit|California|Woodlake|36.4231009|-119.0897321
Centennial Ridge|Ridge|California|Loraine|35.3428913|-118.4836513
Center Peak|Summit|California|Sherman Peak|36.2021944|-120.6235092
Chalk Mountain|Summit|California|Caliente Mountain|35.0171758|-119.827152
Chalk Peak|Summit|California|Monarch Peak|36.1759318|-120.7687096
Charley Mountain|Summit|California|Priest Valley|36.1403731|-120.6647909
Cherry Hill|Summit|California|Sirretta Peak|35.9235372|-118.3735423
Chimney Rock|Pillar|California|Adelaida|35.6880247|-120.7943433
Chrysoprase Hill|Ridge|California|Lindsay|36.1939407|-119.0683612
Chuckwalla Mountain|Summit|California|Cinco|35.2723516|-118.0950828
